Hotel name,Hotel url,Number of reviews,Tripadvisor rating,Rating regarding other hotels in the same city,Location rating,Cleanliness rating,Service rating,Value of money,Paid private parking nearby,Free high speed wifi,Fitness_center,Air conditioning,Minibar,Cable satellite TV,24-hour front desk,Non-smoking hotel,Express check-in / check-out,Baggage storage,Housekeeping,Safe,Family rooms,Count good words,Count bad words,Count total words,Great for walkers,Number of restaurants,Num of attractions
Hotel Residence Henri IV,https://www.tripadvisor.com/Hotel_Review-g187147-d230491-Reviews-Hotel_Residence_Henri_IV-Paris_Ile_de_France.html,"1,117",4.5,4,95.87097200000001,4.8,94.14142,4.7,1,1,0,1,1,1,1,1,0,1,1,1,1,8,1,7,100,375,129
Hotel Atmospheres,https://www.tripadvisor.com/Hotel_Review-g187147-d3477124-Reviews-Hotel_Atmospheres-Paris_Ile_de_France.html,"2,095",4.5,4,95.684804,4.8,95.20446,4.8,1,1,1,1,1,0,1,1,0,1,1,1,1,14,0,14,100,417,148
French Theory,https://www.tripadvisor.com/Hotel_Review-g187147-d292941-Reviews-French_Theory-Paris_Ile_de_France.html,123,4.5,4,96.92307400000001,4.8,95.23809399999999,4.8,0,1,0,1,0,1,1,1,0,1,1,0,0,9,0,9,100,294,153
Hotel 7 Eiffel by Malone,https://www.tripadvisor.com/Hotel_Review-g187147-d198003-Reviews-Hotel_7_Eiffel_by_Malone-Paris_Ile_de_France.html,"1,338",4.5,4,94.65173999999999,4.7,93.26992000000001,4.7,1,1,0,1,1,0,1,1,0,1,1,1,0,9,2,7,100,201,43
Hotel Locomo,https://www.tripadvisor.com/Hotel_Review-g187147-d17637557-Reviews-Hotel_Locomo-Paris_Ile_de_France.html,146,4.5,4,97.9661,4.9,98.03279,4.9,0,1,0,1,0,0,0,0,0,1,1,1,0,10,0,10,100,234,41
Hotel Louvre Marsollier Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d233464-Reviews-Hotel_Louvre_Marsollier_Opera-Paris_Ile_de_France.html,820,4.0,4,94.56648,4.7,89.60893999999999,4.5,1,1,0,1,1,0,1,1,1,1,1,1,0,10,1,9,100,557,133
Hotel Veryste,https://www.tripadvisor.com/Hotel_Review-g187147-d315163-Reviews-Hotel_Veryste-Paris_Ile_de_France.html,89,4.5,4,91.72414,4.6,92.88136,4.6,1,1,0,1,1,1,1,1,1,1,1,1,0,8,2,6,100,482,58
Les Tournelles,https://www.tripadvisor.com/Hotel_Review-g187147-d219989-Reviews-Les_Tournelles-Paris_Ile_de_France.html,562,4.5,4,98.04347999999999,4.9,96.880732,4.8,0,1,0,1,0,0,1,1,0,1,1,1,0,10,0,10,100,302,161
Villa Royale Montsouris,https://www.tripadvisor.com/Hotel_Review-g187147-d259320-Reviews-Villa_Royale_Montsouris-Paris_Ile_de_France.html,"1,098",4.0,4,73.937946,3.7,80.12658,4.0,1,1,0,1,1,0,1,1,1,1,1,1,0,13,4,9,91,45,7
Renaissance Paris Arc de Triomphe Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d1229799-Reviews-Renaissance_Paris_Arc_de_Triomphe_Hotel-Paris_Ile_de_France.html,"1,925",4.5,4,94.8503,4.7,94.39527999999999,4.7,0,1,1,1,1,1,1,1,1,1,1,1,0,8,2,6,100,266,34
Hotel Montfleuri,https://www.tripadvisor.com/Hotel_Review-g187147-d254324-Reviews-Hotel_Montfleuri-Paris_Ile_de_France.html,437,4.0,4,92.18543,4.6,85.33333999999999,4.3,0,1,0,1,1,1,1,1,1,1,1,1,1,17,1,16,100,215,22
Hotel Paris Opera Affiliated by Melia,https://www.tripadvisor.com/Hotel_Review-g187147-d229597-Reviews-Hotel_Paris_Opera_Affiliated_by_Melia-Paris_Ile_de_France.html,"1,632",4.0,4,92.06766999999999,4.6,81.41413999999999,4.1,0,1,0,1,1,0,1,1,0,1,0,1,0,16,5,11,100,604,103
Hotel Vice Versa,https://www.tripadvisor.com/Hotel_Review-g187147-d3317600-Reviews-Hotel_Vice_Versa-Paris_Ile_de_France.html,921,4.5,4,77.805486,3.9,89.92665199999999,4.5,0,1,0,1,1,0,1,1,1,1,0,1,0,15,3,12,88,115,7
Hotel de l'Avre,https://www.tripadvisor.com/Hotel_Review-g187147-d236543-Reviews-Hotel_de_l_Avre-Paris_Ile_de_France.html,535,4.0,4,91.41731999999999,4.6,88.712874,4.4,0,1,0,0,0,0,0,1,0,0,0,1,0,13,1,12,100,158,21
Hotel De Nell,https://www.tripadvisor.com/Hotel_Review-g187147-d3683180-Reviews-Hotel_De_Nell-Paris_Ile_de_France.html,886,4.5,4,85.72368600000001,4.3,96.06558,4.8,1,1,0,1,1,0,1,1,1,1,1,1,0,9,1,8,100,590,104
Holiday Inn Paris Opera - Grands Blvds,https://www.tripadvisor.com/Hotel_Review-g187147-d2169892-Reviews-Holiday_Inn_Paris_Opera_Grands_Blvds-Paris_Ile_de_France.html,958,4.0,4,93.11054,4.7,87.66498,4.4,1,1,0,1,0,1,1,1,1,1,1,1,0,19,6,13,100,626,112
Belta Hotel Residence,https://www.tripadvisor.com/Hotel_Review-g187147-d233391-Reviews-Belta_Hotel_Residence-Paris_Ile_de_France.html,401,4.0,4,81.17072999999999,4.1,83.35025999999999,4.2,0,1,0,1,0,0,0,1,0,0,0,0,1,19,5,14,100,273,47
Hotel Saint-Marcel,https://www.tripadvisor.com/Hotel_Review-g187147-d8418070-Reviews-Hotel_Saint_Marcel-Paris_Ile_de_France.html,152,4.5,4,87.5,4.4,90,4.5,0,1,0,1,0,0,1,1,1,1,1,1,0,18,0,18,100,163,29
Hotel Pax Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d233795-Reviews-Hotel_Pax_Opera-Paris_Ile_de_France.html,"1,134",4.0,4,88.41004,4.4,85.76841999999999,4.3,1,1,0,1,0,0,1,1,1,1,1,1,1,21,2,19,100,537,67
Perreyve Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d232535-Reviews-Perreyve_Hotel-Paris_Ile_de_France.html,336,4.0,4,92.07921,4.6,83.92344,4.2,0,1,0,1,0,0,1,1,1,1,1,1,1,16,3,13,100,123,91
Familia Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d194226-Reviews-Familia_Hotel-Paris_Ile_de_France.html,676,4.0,4,92.34781999999998,4.6,82.45098,4.1,0,1,0,1,0,0,1,1,0,0,0,1,0,12,0,12,100,310,87
Hotel Eiffel Blomet,https://www.tripadvisor.com/Hotel_Review-g187147-d6395273-Reviews-Hotel_Eiffel_Blomet-Paris_Ile_de_France.html,"1,192",4.5,4,91.481486,4.6,97.31844000000001,4.9,0,1,1,1,1,0,1,1,0,1,1,1,1,14,0,14,96,124,23
Hotel Basss,https://www.tripadvisor.com/Hotel_Review-g187147-d197574-Reviews-Hotel_Basss-Paris_Ile_de_France.html,"1,159",4.0,4,94.31034,4.7,84.72222000000001,4.2,0,1,0,1,0,0,1,1,1,1,1,1,0,15,2,13,100,395,132
Hotel Helussi,https://www.tripadvisor.com/Hotel_Review-g187147-d6707434-Reviews-Hotel_Helussi-Paris_Ile_de_France.html,"1,149",5.0,4,90.776252,4.5,95.87443999999999,4.8,0,1,0,1,1,0,1,1,1,1,1,1,0,9,0,9,100,393,45
Hotel Plaza Athenee,https://www.tripadvisor.com/Hotel_Review-g187147-d188730-Reviews-Hotel_Plaza_Athenee-Paris_Ile_de_France.html,962,4.5,4,98.817206,4.9,97.766494,4.9,1,1,1,1,1,0,1,0,0,1,1,1,1,9,2,7,100,152,63
Maison Breguet,https://www.tripadvisor.com/Hotel_Review-g187147-d13196702-Reviews-Maison_Breguet-Paris_Ile_de_France.html,477,4.5,4,91.826086,4.6,96.12612800000001,4.8,1,1,1,1,1,0,1,1,1,1,1,1,0,6,0,6,100,345,101
Hotel Beauchamps,https://www.tripadvisor.com/Hotel_Review-g187147-d228858-Reviews-Hotel_Beauchamps-Paris_Ile_de_France.html,657,4.0,4,95.22727,4.8,89.31034,4.5,1,1,0,0,1,0,1,0,1,1,1,1,0,12,1,11,100,342,72
Maison FL,https://www.tripadvisor.com/Hotel_Review-g187147-d229601-Reviews-Maison_FL-Paris_Ile_de_France.html,682,4.5,4,94.77777400000001,4.7,95.82278000000001,4.8,1,1,0,1,1,0,1,1,0,1,1,1,1,15,5,10,100,60,39
Off Paris Seine,https://www.tripadvisor.com/Hotel_Review-g187147-d10506106-Reviews-Off_Paris_Seine-Paris_Ile_de_France.html,660,4.0,4,83.57141999999999,4.2,86.57894999999999,4.3,0,1,0,1,0,0,1,1,1,1,1,1,0,6,2,4,99,94,22
Hotel du College de France,https://www.tripadvisor.com/Hotel_Review-g187147-d271939-Reviews-Hotel_du_College_de_France-Paris_Ile_de_France.html,"1,390",4.5,4,97.29258,4.9,89.573594,4.5,1,1,0,0,1,1,1,1,1,1,1,1,1,12,1,11,100,467,160
Hotel du Lion d'Or Louvre,https://www.tripadvisor.com/Hotel_Review-g187147-d283113-Reviews-Hotel_du_Lion_d_Or_Louvre-Paris_Ile_de_France.html,573,4.0,4,96.71958000000001,4.8,82.4,4.1,1,1,0,1,0,0,1,1,1,1,0,1,0,3,0,3,100,427,181
Hotel Louis II,https://www.tripadvisor.com/Hotel_Review-g187147-d219999-Reviews-Hotel_Louis_II-Paris_Ile_de_France.html,51,5.0,4,96,4.8,100,5.0,0,1,0,1,1,0,0,1,0,0,0,1,0,6,1,5,100,484,183
Maison Albar Hotels Le Vendome,https://www.tripadvisor.com/Hotel_Review-g187147-d20142346-Reviews-Maison_Albar_Hotels_Le_Vendome-Paris_Ile_de_France.html,236,4.5,4,98.09523999999999,4.9,100,5.0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,0,17,100,534,97
Hotel Le M Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d648105-Reviews-Hotel_Le_M_Paris-Paris_Ile_de_France.html,"1,179",4.0,4,89.84127000000001,4.5,87.14004,4.4,0,1,1,1,1,0,1,1,0,1,0,1,0,8,6,2,100,276,57
Le Marceau Bastille Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d596306-Reviews-Le_Marceau_Bastille_Hotel-Paris_Ile_de_France.html,763,4.5,4,83.94594,4.2,92.43108,4.6,1,1,1,1,1,0,1,1,0,1,1,1,0,7,0,7,100,211,43
Sofitel Paris Arc de Triomphe,https://www.tripadvisor.com/Hotel_Review-g187147-d197532-Reviews-Sofitel_Paris_Arc_de_Triomphe-Paris_Ile_de_France.html,"1,473",4.5,4,93.04947999999999,4.7,89.433108,4.5,1,1,1,1,1,1,1,1,0,1,1,1,0,11,1,10,100,260,49
Hotel Albe Bastille,https://www.tripadvisor.com/Hotel_Review-g187147-d189798-Reviews-Hotel_Albe_Bastille-Paris_Ile_de_France.html,548,4.5,4,88.99654,4.4,91.18644,4.6,0,1,0,1,1,0,1,1,0,1,0,1,1,7,3,4,100,351,67
Juliana Hotel Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d7593552-Reviews-Juliana_Hotel_Paris-Paris_Ile_de_France.html,580,4.5,4,95.48780000000001,4.8,96.279068,4.8,0,1,1,1,1,0,1,1,0,1,0,1,1,14,3,11,100,125,38
Hotel Caumartin Opera - Astotel,https://www.tripadvisor.com/Hotel_Review-g187147-d228778-Reviews-Hotel_Caumartin_Opera_Astotel-Paris_Ile_de_France.html,"1,098",4.5,4,95.1693,4.8,85.4185,4.3,0,1,0,1,1,0,1,1,0,1,1,1,0,8,1,7,100,459,99
Hotel Lumieres Montmartre Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d233456-Reviews-Hotel_Lumieres_Montmartre_Paris-Paris_Ile_de_France.html,458,4.0,4,76.57754,3.8,87.684212,4.4,1,1,0,0,0,0,1,1,1,1,1,1,0,15,5,10,100,137,14
Hotel Pavillon Bastille,https://www.tripadvisor.com/Hotel_Review-g187147-d194272-Reviews-Hotel_Pavillon_Bastille-Paris_Ile_de_France.html,499,4.0,4,92.63158000000001,4.6,89.096994,4.5,0,1,0,1,0,0,1,1,0,0,0,1,0,11,1,10,100,291,78
Hotel de Bellevue Paris Gare du Nord,https://www.tripadvisor.com/Hotel_Review-g187147-d636112-Reviews-Hotel_de_Bellevue_Paris_Gare_du_Nord-Paris_Ile_de_France.html,608,4.0,4,67.826086,3.4,84.35798,4.2,0,1,0,0,0,0,1,1,1,1,1,1,0,15,0,15,100,84,20
Hotel des Metallos,https://www.tripadvisor.com/Hotel_Review-g187147-d197450-Reviews-Hotel_des_Metallos-Paris_Ile_de_France.html,320,4.0,4,85.21739,4.3,88.92858000000001,4.4,0,1,0,0,0,0,1,1,1,1,0,1,0,16,5,11,100,348,65
Belambra City - Hotel Magendie,https://www.tripadvisor.com/Hotel_Review-g187147-d315166-Reviews-Belambra_City_Hotel_Magendie-Paris_Ile_de_France.html,488,4.0,4,82.06185400000001,4.1,83.36634000000001,4.2,0,1,0,0,0,1,1,1,1,1,0,1,0,14,1,13,100,73,20
Hotel Ampere Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d251733-Reviews-Hotel_Ampere_Paris-Paris_Ile_de_France.html,"1,525",4.5,4,87.29498,4.4,92.036,4.6,0,1,0,1,1,0,1,1,0,1,1,1,0,16,0,16,100,154,8
Hotel Wallace,https://www.tripadvisor.com/Hotel_Review-g187147-d232533-Reviews-Hotel_Wallace-Paris_Ile_de_France.html,29,5.0,4,90,4.5,100,5.0,1,1,0,1,1,1,1,1,0,1,1,0,1,11,1,10,100,171,19
Hotel Chavanel,https://www.tripadvisor.com/Hotel_Review-g187147-d5289200-Reviews-Hotel_Chavanel-Paris_Ile_de_France.html,204,4.5,4,96.623374,4.8,94.11765000000001,4.7,1,1,0,1,1,0,1,1,1,1,1,1,0,10,10,0,100,456,81
HotelHome Paris 16,https://www.tripadvisor.com/Hotel_Review-g187147-d312951-Reviews-HotelHome_Paris_16-Paris_Ile_de_France.html,445,4.5,4,91.380748,4.6,92.89796000000001,4.6,0,1,0,1,0,1,0,1,1,1,1,1,0,3,0,3,90,48,13
Hotel Arvor,https://www.tripadvisor.com/Hotel_Review-g187147-d483685-Reviews-Hotel_Arvor-Paris_Ile_de_France.html,782,4.5,4,91.27167999999999,4.6,90.554094,4.5,1,1,0,0,0,0,1,1,1,1,1,1,1,17,3,14,100,447,80
Villa Beaumarchais,https://www.tripadvisor.com/Hotel_Review-g187147-d207854-Reviews-Villa_Beaumarchais-Paris_Ile_de_France.html,"1,285",4.0,4,87.12468,4.4,79.95098,4.0,0,1,1,1,1,0,1,1,0,1,0,1,0,12,3,9,100,230,120
Hotel Central Saint Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d239279-Reviews-Hotel_Central_Saint_Germain-Paris_Ile_de_France.html,490,4.0,4,93.93442,4.7,80.43165200000001,4.0,0,1,0,1,0,0,1,1,1,1,1,1,1,9,0,9,100,523,181
Fauchon L'Hotel Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d14024290-Reviews-Fauchon_L_Hotel_Paris-Paris_Ile_de_France.html,517,5.0,4,98.87639999999999,4.9,96.623374,4.8,0,1,1,1,1,0,1,0,0,1,0,1,1,14,1,13,100,311,74
Hotel Prelude Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d228785-Reviews-Hotel_Prelude_Opera-Paris_Ile_de_France.html,"1,036",4.5,4,91.77258,4.6,87.55699999999999,4.4,1,1,0,0,1,0,1,1,1,1,0,1,1,13,0,13,100,644,110
Hotel Urban Bivouac,https://www.tripadvisor.com/Hotel_Review-g187147-d14914015-Reviews-Hotel_Urban_Bivouac-Paris_Ile_de_France.html,240,4.5,4,89.16667000000001,4.5,97.85714,4.9,0,1,0,1,0,0,1,1,0,1,1,1,1,14,1,13,92,135,28
Hotel Le Tourville,https://www.tripadvisor.com/Hotel_Review-g187147-d188746-Reviews-Hotel_Le_Tourville-Paris_Ile_de_France.html,875,4.5,4,95.33742000000001,4.8,93.29074,4.7,0,1,0,1,1,0,1,1,1,1,0,1,1,16,0,16,100,132,41
MIJE Marais Fourcy,https://www.tripadvisor.com/Hotel_Review-g187147-d239650-Reviews-MIJE_Marais_Fourcy-Paris_Ile_de_France.html,"1,112",4.0,4,95.864106,4.8,84.005852,4.2,0,0,0,0,0,0,0,1,0,1,0,0,0,18,0,18,100,331,180
Hotel Eden,https://www.tripadvisor.com/Hotel_Review-g187147-d4062308-Reviews-Hotel_Eden-Paris_Ile_de_France.html,965,4.5,4,89.221554,4.5,94.67577,4.7,1,1,1,1,1,0,1,0,1,1,0,1,1,11,2,9,89,121,21
Hotel de Flore,https://www.tripadvisor.com/Hotel_Review-g187147-d529908-Reviews-Hotel_de_Flore-Paris_Ile_de_France.html,510,4.5,4,87.448272,4.4,91.066666,4.6,1,1,0,1,0,1,1,1,1,1,1,1,0,12,1,11,100,168,32
Hotel Madison,https://www.tripadvisor.com/Hotel_Review-g187147-d228699-Reviews-Hotel_Madison-Paris_Ile_de_France.html,"1,345",4.5,4,97.479268,4.9,94.743804,4.7,1,1,0,1,1,0,1,1,1,1,1,1,1,12,1,11,100,390,177
Hotel Madrigal,https://www.tripadvisor.com/Hotel_Review-g187147-d264705-Reviews-Hotel_Madrigal-Paris_Ile_de_France.html,149,4.5,4,92.30769199999999,4.6,91.57894999999999,4.6,1,1,0,1,0,0,1,1,0,1,1,1,0,11,3,8,100,152,7
Hotel de Roubaix,https://www.tripadvisor.com/Hotel_Review-g187147-d506893-Reviews-Hotel_de_Roubaix-Paris_Ile_de_France.html,873,4.0,4,91.51515,4.6,76.696166,3.8,0,1,0,0,0,0,1,1,0,1,0,1,1,9,0,9,100,602,128
Hotel Les Matins de Paris & Spa,https://www.tripadvisor.com/Hotel_Review-g187147-d8140262-Reviews-Hotel_Les_Matins_de_Paris_Spa-Paris_Ile_de_France.html,743,4.5,4,94.33526,4.7,93.71428399999999,4.7,0,1,0,1,1,0,1,1,0,1,0,1,0,15,0,15,100,473,82
Hotel Park Lane Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d1176843-Reviews-Hotel_Park_Lane_Paris-Paris_Ile_de_France.html,544,4.5,4,94.11765000000001,4.7,95.05618,4.8,0,1,1,1,1,0,1,1,1,1,1,1,0,5,3,2,100,283,44
Le Pavillon de la Reine,https://www.tripadvisor.com/Hotel_Review-g187147-d188738-Reviews-Le_Pavillon_de_la_Reine-Paris_Ile_de_France.html,"1,141",4.5,4,98.25926000000001,4.9,95.49488,4.8,0,1,1,1,1,0,1,1,0,1,1,1,0,10,1,9,100,336,139
Hotel Trinite Haussmann,https://www.tripadvisor.com/Hotel_Review-g187147-d197589-Reviews-Hotel_Trinite_Haussmann-Paris_Ile_de_France.html,302,4.0,4,89.909906,4.5,92,4.6,0,1,0,1,0,0,1,1,0,0,0,1,0,3,1,2,100,399,124
Hotel Residence Foch,https://www.tripadvisor.com/Hotel_Review-g187147-d234633-Reviews-Hotel_Residence_Foch-Paris_Ile_de_France.html,"2,825",4.5,4,89.17320000000001,4.5,95.55683200000001,4.8,0,1,0,0,0,0,1,1,0,1,0,1,0,10,0,10,88,49,12
Majestic Hotel-Spa Champs-Elysees,https://www.tripadvisor.com/Hotel_Review-g187147-d1675589-Reviews-Majestic_Hotel_Spa_Champs_Elysees-Paris_Ile_de_France.html,424,4.0,4,92.91005200000001,4.6,94.95049399999999,4.7,0,1,1,1,1,0,1,0,0,1,1,1,1,15,1,14,100,145,25
Hotel Eiffel Capitol,https://www.tripadvisor.com/Hotel_Review-g187147-d229529-Reviews-Hotel_Eiffel_Capitol-Paris_Ile_de_France.html,867,4.0,4,92.47999999999999,4.6,87.97814000000001,4.4,1,1,0,1,1,0,1,1,0,1,1,1,0,8,1,7,100,122,16
Renaissance Paris Vendome Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d228728-Reviews-Renaissance_Paris_Vendome_Hotel-Paris_Ile_de_France.html,"1,627",4.5,4,97.18946000000001,4.9,93.09302000000001,4.7,1,0,1,1,0,1,1,1,0,1,1,1,0,11,2,9,100,321,157
Castille Paris – Starhotels Collezione,https://www.tripadvisor.com/Hotel_Review-g187147-d188739-Reviews-Castille_Paris_Starhotels_Collezione-Paris_Ile_de_France.html,"1,244",4.5,4,96.427526,4.8,89.97214,4.5,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6,-1,100,357,97
Le Relais Montmartre,https://www.tripadvisor.com/Hotel_Review-g187147-d596305-Reviews-Le_Relais_Montmartre-Paris_Ile_de_France.html,"1,320",4.5,4,94.684934,4.7,95.71227,4.8,1,1,0,1,1,0,1,1,0,1,0,1,1,12,0,12,100,326,100
Maison Nabis by HappyCulture,https://www.tripadvisor.com/Hotel_Review-g187147-d1546275-Reviews-Maison_Nabis_by_HappyCulture-Paris_Ile_de_France.html,329,4.5,4,94.73684,4.7,91.92307400000001,4.6,1,1,0,1,0,0,1,1,1,1,0,1,0,9,2,7,100,330,60
Mercure Paris Vaugirard Porte de Versailles Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d197653-Reviews-Mercure_Paris_Vaugirard_Porte_de_Versailles_Hotel-Paris_Ile_de_France.html,977,4.0,4,85.14564,4.3,87.32538,4.4,0,1,0,1,1,0,1,1,0,1,1,1,1,20,0,20,89,97,4
Hotel Delambre,https://www.tripadvisor.com/Hotel_Review-g187147-d194235-Reviews-Hotel_Delambre-Paris_Ile_de_France.html,342,4.5,4,93.66666800000002,4.7,90.9,4.5,1,1,0,1,0,0,1,1,1,1,1,1,1,10,0,10,100,318,71
Hotel du Haut Marais,https://www.tripadvisor.com/Hotel_Review-g187147-d2186989-Reviews-Hotel_du_Haut_Marais-Paris_Ile_de_France.html,88,5.0,4,93.33332999999999,4.7,87.05882000000001,4.4,1,1,0,1,0,0,0,1,0,1,0,1,0,14,2,12,100,400,116
Novotel Paris 14 Porte d'Orleans,https://www.tripadvisor.com/Hotel_Review-g187147-d197611-Reviews-Novotel_Paris_14_Porte_d_Orleans-Paris_Ile_de_France.html,"1,325",4.0,4,78.018256,3.9,85.45455000000001,4.3,0,1,1,1,1,0,1,1,1,1,1,1,1,10,7,3,92,68,6
Elysees Ceramic Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d228705-Reviews-Elysees_Ceramic_Hotel-Paris_Ile_de_France.html,921,4.0,4,94.69933599999999,4.7,82.66394,4.1,0,1,0,0,1,0,1,0,0,1,1,1,1,18,0,18,100,263,38
Kyriad Paris 18 - Porte De Clignancourt - Montmartre,https://www.tripadvisor.com/Hotel_Review-g187147-d6433994-Reviews-Kyriad_Paris_18_Porte_De_Clignancourt_Montmartre-Paris_Ile_de_France.html,486,4.0,4,75.480228,3.8,88.208094,4.4,0,1,0,1,0,0,1,1,0,1,0,1,1,12,2,10,99,83,11
Hotel Henri IV Rive Gauche,https://www.tripadvisor.com/Hotel_Review-g187147-d282186-Reviews-Hotel_Henri_IV_Rive_Gauche-Paris_Ile_de_France.html,717,4.5,4,96.47382800000001,4.8,91.91587999999999,4.6,0,1,0,1,1,0,1,1,1,1,1,1,0,20,2,18,100,408,148
Hotel Opera d'Antin,https://www.tripadvisor.com/Hotel_Review-g187147-d259319-Reviews-Hotel_Opera_d_Antin-Paris_Ile_de_France.html,513,4.0,4,93.45454000000001,4.7,84.315072,4.2,1,1,0,1,0,0,1,1,1,1,1,1,0,22,2,20,100,429,98
Hotel Viator - Paris Gare de Lyon,https://www.tripadvisor.com/Hotel_Review-g187147-d611698-Reviews-Hotel_Viator_Paris_Gare_de_Lyon-Paris_Ile_de_France.html,406,4.0,4,88.529416,4.4,84.47762,4.2,0,1,0,1,0,0,1,1,1,1,0,0,0,11,1,10,100,245,41
Hotel Artus,https://www.tripadvisor.com/Hotel_Review-g187147-d194278-Reviews-Hotel_Artus-Paris_Ile_de_France.html,"1,380",4.5,4,98.25396599999999,4.9,94.41801999999998,4.7,0,1,0,1,1,0,1,1,1,1,1,1,0,19,1,18,100,415,184
Hotel Montalembert,https://www.tripadvisor.com/Hotel_Review-g187147-d188736-Reviews-Hotel_Montalembert-Paris_Ile_de_France.html,"1,091",4.5,4,96.19631999999999,4.8,92.34285399999999,4.6,0,1,0,1,1,0,1,1,0,1,1,1,0,10,0,10,100,161,73
Le General Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d197444-Reviews-Le_General_Hotel-Paris_Ile_de_France.html,"1,176",4.5,4,91.66667000000001,4.6,95.91398,4.8,0,1,1,1,0,0,1,1,0,1,1,1,1,15,2,13,100,366,75
Hotel de France Invalides,https://www.tripadvisor.com/Hotel_Review-g187147-d292872-Reviews-Hotel_de_France_Invalides-Paris_Ile_de_France.html,617,4.0,4,92.485208,4.6,86.35568599999999,4.3,1,1,0,1,1,0,1,0,0,1,1,0,0,14,0,14,100,101,33
Hotel de Varenne,https://www.tripadvisor.com/Hotel_Review-g187147-d282879-Reviews-Hotel_de_Varenne-Paris_Ile_de_France.html,"1,736",4.5,4,95.397006,4.8,95.7085,4.8,0,1,0,1,1,1,1,1,1,1,1,1,0,12,3,9,100,54,32
Hotel Ekta,https://www.tripadvisor.com/Hotel_Review-g187147-d7645653-Reviews-Hotel_Ekta-Paris_Ile_de_France.html,"1,112",4.5,4,98.49764800000001,4.9,95.980626,4.8,0,1,0,1,1,0,1,1,0,1,1,1,1,10,2,8,100,206,59
Hotel Edouard 7,https://www.tripadvisor.com/Hotel_Review-g187147-d228790-Reviews-Hotel_Edouard_7-Paris_Ile_de_France.html,"1,510",4.5,4,97.154808,4.9,93.22901999999999,4.7,1,1,1,1,1,1,1,1,1,1,1,1,1,11,0,11,100,532,133
Sofitel Paris Baltimore Tour Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d229450-Reviews-Sofitel_Paris_Baltimore_Tour_Eiffel-Paris_Ile_de_France.html,494,4.5,4,96.33986,4.8,90.66666599999999,4.5,1,1,1,1,1,0,1,0,0,1,1,1,0,10,0,10,100,159,38
Hotel Molitor Paris - MGallery Hotel Collection,https://www.tripadvisor.com/Hotel_Review-g187147-d6534774-Reviews-Hotel_Molitor_Paris_MGallery_Hotel_Collection-Paris_Ile_de_France.html,"1,806",4.5,4,82.09302,4.1,92.87974,4.6,0,1,1,1,1,0,1,1,1,1,1,1,0,7,0,7,83,15,20
Le Temple de Jeanne,https://www.tripadvisor.com/Hotel_Review-g187147-d14188895-Reviews-Le_Temple_de_Jeanne-Paris_Ile_de_France.html,356,4.5,4,97.84512,4.9,96.01328799999999,4.8,0,1,0,1,0,1,0,1,0,0,1,1,0,6,1,5,100,316,186
Hotel Odeon Saint-Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d230480-Reviews-Hotel_Odeon_Saint_Germain-Paris_Ile_de_France.html,"1,593",4.5,4,97.70401,4.9,93.84615,4.7,0,1,0,1,1,0,1,1,0,1,1,1,1,20,4,16,100,450,175
Hotel du Continent,https://www.tripadvisor.com/Hotel_Review-g187147-d325700-Reviews-Hotel_du_Continent-Paris_Ile_de_France.html,901,4.5,4,98.25175200000001,4.9,95.41401,4.8,0,0,0,1,1,0,1,1,0,1,0,1,0,9,0,9,100,239,149
Hotel Stella Etoile,https://www.tripadvisor.com/Hotel_Review-g187147-d231057-Reviews-Hotel_Stella_Etoile-Paris_Ile_de_France.html,587,4.0,4,95.71427999999999,4.8,91.3253,4.6,1,1,0,1,0,0,1,1,1,1,1,1,0,13,2,11,100,252,27
Eiffel Kennedy Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d229533-Reviews-Eiffel_Kennedy_Hotel-Paris_Ile_de_France.html,764,4.5,4,87.05646,4.4,93.50195,4.7,1,1,0,1,1,1,1,1,1,1,1,0,0,16,0,16,99,54,15
